[04-05-2026 21:54:37.898] [BidderMicroservice_14] EVENT=cycle_start | bidder_id=14, name=Bidder 14, phone=0700000014, email=bidder14@mail.ro
[04-05-2026 21:54:37.923] [BidderMicroservice_14] EVENT=bid_sent | bidder_id=14, price=8849
[04-05-2026 21:54:37.928] [BidderMicroservice_14] EVENT=duplicate_sent | bidder_id=14, price=8849
[04-05-2026 21:54:58.392] [BidderMicroservice_14] EVENT=auction_result | bidder_id=14, result=Licitatie pierduta...
[04-05-2026 21:54:58.594] [BidderMicroservice_14] EVENT=shutdown | bidder_id=14
[04-05-2026 21:56:25.674] [BidderMicroservice_14] EVENT=cycle_start | bidder_id=14, name=Bidder 14, phone=0700000014, email=bidder14@mail.ro
[04-05-2026 21:56:25.694] [BidderMicroservice_14] EVENT=bid_sent | bidder_id=14, price=1982
[04-05-2026 21:56:25.699] [BidderMicroservice_14] EVENT=duplicate_sent | bidder_id=14, price=1982
[04-05-2026 21:56:42.281] [BidderMicroservice_14] EVENT=auction_result | bidder_id=14, result=Licitatie pierduta...
[04-05-2026 21:56:42.303] [BidderMicroservice_14] EVENT=shutdown | bidder_id=14
[04-05-2026 21:57:24.021] [BidderMicroservice_14] EVENT=cycle_start | bidder_id=14, name=Bidder 14, phone=0700000014, email=bidder14@mail.ro
[04-05-2026 21:57:24.041] [BidderMicroservice_14] EVENT=bid_sent | bidder_id=14, price=5260
[04-05-2026 21:57:45.847] [BidderMicroservice_14] EVENT=shutdown | bidder_id=14
[04-05-2026 21:58:34.510] [BidderMicroservice_14] EVENT=cycle_start | bidder_id=14, name=Bidder 14, phone=0700000014, email=bidder14@mail.ro
[04-05-2026 21:58:34.529] [BidderMicroservice_14] EVENT=bid_sent | bidder_id=14, price=5260
[04-05-2026 21:58:54.901] [BidderMicroservice_14] EVENT=auction_result | bidder_id=14, result=Licitatie pierduta...
[04-05-2026 21:58:54.906] [BidderMicroservice_14] EVENT=shutdown | bidder_id=14
[04-05-2026 22:15:15.719] [BidderMicroservice_14] EVENT=cycle_start | bidder_id=14, name=Bidder 14, phone=0700000014, email=bidder14@mail.ro
[04-05-2026 22:15:15.739] [BidderMicroservice_14] EVENT=bid_sent | bidder_id=14, price=1753
[04-05-2026 22:15:15.744] [BidderMicroservice_14] EVENT=duplicate_sent | bidder_id=14, price=1753
[04-05-2026 22:15:32.338] [BidderMicroservice_14] EVENT=auction_result | bidder_id=14, result=Licitatie pierduta...
[04-05-2026 22:15:32.361] [BidderMicroservice_14] EVENT=shutdown | bidder_id=14
[04-05-2026 22:16:33.830] [BidderMicroservice_14] EVENT=cycle_start | bidder_id=14, name=Bidder 14, phone=0700000014, email=bidder14@mail.ro
[04-05-2026 22:16:33.851] [BidderMicroservice_14] EVENT=bid_sent | bidder_id=14, price=4454
[04-05-2026 22:16:50.458] [BidderMicroservice_14] EVENT=auction_result | bidder_id=14, result=Licitatie pierduta...
[04-05-2026 22:16:50.476] [BidderMicroservice_14] EVENT=shutdown | bidder_id=14
[04-05-2026 22:16:54.585] [BidderMicroservice_14] EVENT=cycle_start | bidder_id=14, name=Bidder 14, phone=0700000014, email=bidder14@mail.ro
[04-05-2026 22:16:54.608] [BidderMicroservice_14] EVENT=bid_sent | bidder_id=14, price=5650
[04-05-2026 22:17:10.333] [BidderMicroservice_14] EVENT=error | bidder_id=14, message=AuctioneerMicroservice s-a deconectat.
[04-05-2026 22:17:10.337] [BidderMicroservice_14] EVENT=shutdown | bidder_id=14
[04-05-2026 22:21:03.603] [BidderMicroservice_14] EVENT=cycle_start | bidder_id=14, name=Bidder 14, phone=0700000014, email=bidder14@mail.ro
[04-05-2026 22:21:03.621] [BidderMicroservice_14] EVENT=bid_sent | bidder_id=14, price=5650
[04-05-2026 22:21:23.730] [BidderMicroservice_14] EVENT=auction_result | bidder_id=14, result=Licitatie pierduta...
[04-05-2026 22:21:23.753] [BidderMicroservice_14] EVENT=shutdown | bidder_id=14
