[04-05-2026 21:54:37.605] [BidderMicroservice_9] EVENT=cycle_start | bidder_id=9, name=Bidder 9, phone=0700000009, email=bidder9@mail.ro
[04-05-2026 21:54:37.630] [BidderMicroservice_9] EVENT=bid_sent | bidder_id=9, price=4107
[04-05-2026 21:54:58.330] [BidderMicroservice_9] EVENT=auction_result | bidder_id=9, result=Licitatie pierduta...
[04-05-2026 21:54:58.421] [BidderMicroservice_9] EVENT=shutdown | bidder_id=9
[04-05-2026 21:56:25.395] [BidderMicroservice_9] EVENT=cycle_start | bidder_id=9, name=Bidder 9, phone=0700000009, email=bidder9@mail.ro
[04-05-2026 21:56:25.415] [BidderMicroservice_9] EVENT=bid_sent | bidder_id=9, price=9920
[04-05-2026 21:56:25.420] [BidderMicroservice_9] EVENT=duplicate_sent | bidder_id=9, price=9920
[04-05-2026 21:56:42.278] [BidderMicroservice_9] EVENT=auction_result | bidder_id=9, result=Licitatie castigata! Pret castigator: 9920
[04-05-2026 21:56:42.304] [BidderMicroservice_9] EVENT=shutdown | bidder_id=9
[04-05-2026 21:57:23.736] [BidderMicroservice_9] EVENT=cycle_start | bidder_id=9, name=Bidder 9, phone=0700000009, email=bidder9@mail.ro
[04-05-2026 21:57:23.758] [BidderMicroservice_9] EVENT=bid_sent | bidder_id=9, price=2873
[04-05-2026 21:57:45.849] [BidderMicroservice_9] EVENT=shutdown | bidder_id=9
[04-05-2026 21:58:34.226] [BidderMicroservice_9] EVENT=cycle_start | bidder_id=9, name=Bidder 9, phone=0700000009, email=bidder9@mail.ro
[04-05-2026 21:58:34.245] [BidderMicroservice_9] EVENT=bid_sent | bidder_id=9, price=2873
[04-05-2026 21:58:54.874] [BidderMicroservice_9] EVENT=auction_result | bidder_id=9, result=Licitatie pierduta...
[04-05-2026 21:58:54.884] [BidderMicroservice_9] EVENT=shutdown | bidder_id=9
[04-05-2026 22:15:15.433] [BidderMicroservice_9] EVENT=cycle_start | bidder_id=9, name=Bidder 9, phone=0700000009, email=bidder9@mail.ro
[04-05-2026 22:15:15.454] [BidderMicroservice_9] EVENT=bid_sent | bidder_id=9, price=1926
[04-05-2026 22:15:15.458] [BidderMicroservice_9] EVENT=duplicate_sent | bidder_id=9, price=1926
[04-05-2026 22:15:32.338] [BidderMicroservice_9] EVENT=auction_result | bidder_id=9, result=Licitatie pierduta...
[04-05-2026 22:15:32.361] [BidderMicroservice_9] EVENT=shutdown | bidder_id=9
[04-05-2026 22:16:33.551] [BidderMicroservice_9] EVENT=cycle_start | bidder_id=9, name=Bidder 9, phone=0700000009, email=bidder9@mail.ro
[04-05-2026 22:16:33.571] [BidderMicroservice_9] EVENT=bid_sent | bidder_id=9, price=3177
[04-05-2026 22:16:50.453] [BidderMicroservice_9] EVENT=auction_result | bidder_id=9, result=Licitatie pierduta...
[04-05-2026 22:16:50.475] [BidderMicroservice_9] EVENT=shutdown | bidder_id=9
[04-05-2026 22:16:54.301] [BidderMicroservice_9] EVENT=cycle_start | bidder_id=9, name=Bidder 9, phone=0700000009, email=bidder9@mail.ro
[04-05-2026 22:16:54.320] [BidderMicroservice_9] EVENT=bid_sent | bidder_id=9, price=9026
[04-05-2026 22:17:10.327] [BidderMicroservice_9] EVENT=error | bidder_id=9, message=AuctioneerMicroservice s-a deconectat.
[04-05-2026 22:17:10.329] [BidderMicroservice_9] EVENT=shutdown | bidder_id=9
[04-05-2026 22:21:03.323] [BidderMicroservice_9] EVENT=cycle_start | bidder_id=9, name=Bidder 9, phone=0700000009, email=bidder9@mail.ro
[04-05-2026 22:21:03.342] [BidderMicroservice_9] EVENT=bid_sent | bidder_id=9, price=9026
[04-05-2026 22:21:03.347] [BidderMicroservice_9] EVENT=duplicate_sent | bidder_id=9, price=9026
[04-05-2026 22:21:23.719] [BidderMicroservice_9] EVENT=auction_result | bidder_id=9, result=Licitatie pierduta...
[04-05-2026 22:21:23.744] [BidderMicroservice_9] EVENT=shutdown | bidder_id=9
