[04-05-2026 21:54:37.368] [BidderMicroservice_5] EVENT=cycle_start | bidder_id=5, name=Bidder 5, phone=0700000005, email=bidder5@mail.ro
[04-05-2026 21:54:37.387] [BidderMicroservice_5] EVENT=bid_sent | bidder_id=5, price=9196
[04-05-2026 21:54:58.444] [BidderMicroservice_5] EVENT=auction_result | bidder_id=5, result=Licitatie pierduta...
[04-05-2026 21:54:58.457] [BidderMicroservice_5] EVENT=shutdown | bidder_id=5
[04-05-2026 21:56:25.168] [BidderMicroservice_5] EVENT=cycle_start | bidder_id=5, name=Bidder 5, phone=0700000005, email=bidder5@mail.ro
[04-05-2026 21:56:25.188] [BidderMicroservice_5] EVENT=bid_sent | bidder_id=5, price=1341
[04-05-2026 21:56:42.285] [BidderMicroservice_5] EVENT=auction_result | bidder_id=5, result=Licitatie pierduta...
[04-05-2026 21:56:42.304] [BidderMicroservice_5] EVENT=shutdown | bidder_id=5
[04-05-2026 21:57:23.509] [BidderMicroservice_5] EVENT=cycle_start | bidder_id=5, name=Bidder 5, phone=0700000005, email=bidder5@mail.ro
[04-05-2026 21:57:23.530] [BidderMicroservice_5] EVENT=bid_sent | bidder_id=5, price=7818
[04-05-2026 21:57:46.394] [BidderMicroservice_5] EVENT=error | bidder_id=5, message=AuctioneerMicroservice s-a deconectat.
[04-05-2026 21:57:46.397] [BidderMicroservice_5] EVENT=shutdown | bidder_id=5
[04-05-2026 21:58:34.000] [BidderMicroservice_5] EVENT=cycle_start | bidder_id=5, name=Bidder 5, phone=0700000005, email=bidder5@mail.ro
[04-05-2026 21:58:34.021] [BidderMicroservice_5] EVENT=bid_sent | bidder_id=5, price=7818
[04-05-2026 21:58:54.874] [BidderMicroservice_5] EVENT=auction_result | bidder_id=5, result=Licitatie pierduta...
[04-05-2026 21:58:54.896] [BidderMicroservice_5] EVENT=shutdown | bidder_id=5
[04-05-2026 22:15:15.212] [BidderMicroservice_5] EVENT=cycle_start | bidder_id=5, name=Bidder 5, phone=0700000005, email=bidder5@mail.ro
[04-05-2026 22:15:15.232] [BidderMicroservice_5] EVENT=bid_sent | bidder_id=5, price=5023
[04-05-2026 22:15:15.238] [BidderMicroservice_5] EVENT=duplicate_sent | bidder_id=5, price=5023
[04-05-2026 22:15:32.343] [BidderMicroservice_5] EVENT=auction_result | bidder_id=5, result=Licitatie pierduta...
[04-05-2026 22:15:32.365] [BidderMicroservice_5] EVENT=shutdown | bidder_id=5
[04-05-2026 22:16:33.328] [BidderMicroservice_5] EVENT=cycle_start | bidder_id=5, name=Bidder 5, phone=0700000005, email=bidder5@mail.ro
[04-05-2026 22:16:33.349] [BidderMicroservice_5] EVENT=bid_sent | bidder_id=5, price=4231
[04-05-2026 22:16:50.460] [BidderMicroservice_5] EVENT=auction_result | bidder_id=5, result=Licitatie pierduta...
[04-05-2026 22:16:50.477] [BidderMicroservice_5] EVENT=shutdown | bidder_id=5
[04-05-2026 22:16:54.072] [BidderMicroservice_5] EVENT=cycle_start | bidder_id=5, name=Bidder 5, phone=0700000005, email=bidder5@mail.ro
[04-05-2026 22:16:54.092] [BidderMicroservice_5] EVENT=bid_sent | bidder_id=5, price=4556
[04-05-2026 22:16:54.097] [BidderMicroservice_5] EVENT=duplicate_sent | bidder_id=5, price=4556
[04-05-2026 22:17:10.327] [BidderMicroservice_5] EVENT=error | bidder_id=5, message=AuctioneerMicroservice s-a deconectat.
[04-05-2026 22:17:10.329] [BidderMicroservice_5] EVENT=shutdown | bidder_id=5
[04-05-2026 22:21:03.100] [BidderMicroservice_5] EVENT=cycle_start | bidder_id=5, name=Bidder 5, phone=0700000005, email=bidder5@mail.ro
[04-05-2026 22:21:03.119] [BidderMicroservice_5] EVENT=bid_sent | bidder_id=5, price=4556
[04-05-2026 22:21:03.124] [BidderMicroservice_5] EVENT=duplicate_sent | bidder_id=5, price=4556
[04-05-2026 22:21:23.718] [BidderMicroservice_5] EVENT=auction_result | bidder_id=5, result=Licitatie pierduta...
[04-05-2026 22:21:23.829] [BidderMicroservice_5] EVENT=shutdown | bidder_id=5
