[04-05-2026 21:54:39.834] [BidderMicroservice_48] EVENT=cycle_start | bidder_id=48, name=Bidder 48, phone=0700000048, email=bidder48@mail.ro
[04-05-2026 21:54:39.856] [BidderMicroservice_48] EVENT=bid_sent | bidder_id=48, price=9220
[04-05-2026 21:54:39.861] [BidderMicroservice_48] EVENT=duplicate_sent | bidder_id=48, price=9220
[04-05-2026 21:54:58.583] [BidderMicroservice_48] EVENT=auction_result | bidder_id=48, result=Licitatie pierduta...
[04-05-2026 21:54:58.593] [BidderMicroservice_48] EVENT=shutdown | bidder_id=48
[04-05-2026 21:57:25.935] [BidderMicroservice_48] EVENT=cycle_start | bidder_id=48, name=Bidder 48, phone=0700000048, email=bidder48@mail.ro
[04-05-2026 21:57:25.956] [BidderMicroservice_48] EVENT=bid_sent | bidder_id=48, price=1612
[04-05-2026 21:57:45.675] [BidderMicroservice_48] EVENT=shutdown | bidder_id=48
[04-05-2026 22:21:05.516] [BidderMicroservice_48] EVENT=cycle_start | bidder_id=48, name=Bidder 48, phone=0700000048, email=bidder48@mail.ro
[04-05-2026 22:21:05.535] [BidderMicroservice_48] EVENT=bid_sent | bidder_id=48, price=1612
[04-05-2026 22:21:05.540] [BidderMicroservice_48] EVENT=duplicate_sent | bidder_id=48, price=1612
[04-05-2026 22:21:23.744] [BidderMicroservice_48] EVENT=auction_result | bidder_id=48, result=Licitatie pierduta...
[04-05-2026 22:21:23.798] [BidderMicroservice_48] EVENT=shutdown | bidder_id=48
